ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
75,Zone 2,64,48,Married,13,91,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.991998394204696,0.008001605795303957,14868.985588340698,False,0.9999907063381455,0.9999146798771674,0.9997232308528736,0.9993952832291173,0.9989243451501972,0.9983113334713657,0.9975609548071036,0.9966798019489463,0.9956753142422499,0.9945551962768041,0.9933270903588217,0.991998394204696
76,Zone 1,8,46,Unmarried,3,46,High school degree,No,Male,No,Yes,No,Basic service,No,0,0.6702047130337068,0.32979528696629323,12318.01156486086,True,0.9896346695457746,0.9633186893455251,0.931234769431351,0.8976514016204314,0.864365232755833,0.8321671346804504,0.8013942988040903,0.7721651495228752,0.7444888720656343,0.7183198983632225,0.6935862514441973,0.6702047130337068
77,Zone 1,40,38,Married,10,85,Some college,No,Male,No,No,Yes,Plus service,Yes,1,0.9790520056804275,0.020947994319572505,14794.600028625966,False,0.9999532613955322,0.9996436435973801,0.9989619479314243,0.9978974752383373,0.9964722890764953,0.9947185770753931,0.9926702895537264,0.9903599250492917,0.9878173643793965,0.9850695663790215,0.982140630182256,0.9790520056804275
78,Zone 2,38,71,Unmarried,27,10,High school degree,Yes,Male,No,No,No,Basic service,No,0,0.994488582268198,0.005511417731801971,14882.448791696444,False,0.999994934295568,0.9999503024312273,0.999832456508912,0.9996238558122865,0.9993167598400299,0.9989089542072767,0.9984013711325739,0.9977967382802919,0.997098786584421,0.9963117734115182,0.9954401903114742,0.994488582268198
79,Zone 1,67,68,Unmarried,28,244,Did not complete high school,No,Female,Yes,No,Yes,Plus service,No,0,0.9971232818465883,0.002876718153411728,14896.20380511056,False,0.999998205692586,0.9999803538278895,0.9999294078212345,0.9998342265600463,0.9996882467308713,0.9994879088362545,0.9992316067223188,0.9989190139541125,0.9985506470778259,0.9981275771161388,0.9976512355456408,0.9971232818465883
80,Zone 1,26,42,Unmarried,0,80,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.7411619975805844,0.25883800241941557,12975.75119041993,True,0.9941207047483827,0.9770885798591388,0.9546296943733281,0.9298581790915484,0.9043252039130831,0.878842072595045,0.8538445017223634,0.8295654997307893,0.8061236938010293,0.7835712064478261,0.7619208282104664,0.7411619975805844
81,Zone 3,41,34,Married,15,83,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.8936220617377699,0.10637793826223008,14218.513077977084,False,0.9990908171720192,0.9952857453381498,0.9890065799093422,0.9809523040676587,0.9716546743161668,0.9614953843754709,0.9507486978191032,0.9396139443862781,0.9282377755764338,0.9167292399311198,0.9051701078939101,0.8936220617377699
82,Zone 2,2,31,Unmarried,2,21,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,0.7341231313762937,0.2658768686237063,12912.738560316717,True,0.9937500227847734,0.9758897927424763,0.9525307306965206,0.9269068387622519,0.9006032118588754,0.8744366709488658,0.8488385187475245,0.8240341243617675,0.8001338459349974,0.7771819166252381,0.7551839755368339,0.7341231313762937
83,Zone 3,20,48,Married,29,24,High school degree,No,Male,Yes,No,Yes,Total service,Yes,1,0.9967320046118074,0.003267995388192557,14894.201529363383,False,0.999997804705921,0.9999764626184895,0.9999164507848597,0.9998054798205491,0.9996366074541626,0.999406303141742,0.9991132046452168,0.9987573393115776,0.9983396284704159,0.9978615653371428,0.997325001714566,0.9967320046118074
84,Zone 2,31,53,Unmarried,2,351,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9682429882980507,0.031757011701949334,14728.681128031552,False,0.9999034787688933,0.9993262475762887,0.9981350668563825,0.9963558897125139,0.994052449730948,0.9912933275262809,0.9881423208067681,0.9846559474979905,0.9808833242941458,0.9768668200037762,0.9726429054153061,0.9682429882980507
85,Zone 2,45,52,Married,4,169,College degree,No,Female,No,Yes,No,E-service,No,0,0.9598767404258659,0.040123259574134096,14675.880836619683,False,0.9998536254462431,0.9990302618596424,0.9973956027991127,0.9950177842874695,0.9920001556425414,0.9884429506220708,0.9844343759788805,0.9800496388968049,0.9753521824971457,0.9703953949911932,0.9652242517829878,0.9598767404258659
86,Zone 2,33,27,Married,7,46,High school degree,No,Male,No,No,No,Basic service,No,0,0.8444077144507589,0.1555922855492411,13843.612594936925,False,0.998043647617017,0.9909319874259563,0.9801718645263273,0.9671557394492958,0.9527777290079948,0.9376112227625885,0.9220319918730661,0.9062912314391939,0.8905592687883641,0.8749525178595061,0.8595506291917574,0.8444077144507589
87,Zone 1,10,26,Unmarried,6,34,Some college,No,Male,No,No,No,E-service,No,0,0.9175247963076786,0.08247520369232142,14390.493691916266,False,0.9994448778589659,0.996915894980529,0.9925166765653534,0.9866685168082352,0.9797336323846011,0.9719912287589284,0.9636529674312344,0.9548797928218095,0.9457950570703874,0.9364941163314465,0.9270512689286415,0.9175247963076786
88,Zone 2,62,54,Married,2,50,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.9164398899219162,0.08356011007808384,14382.843640055833,False,0.9994308224062851,0.9968486778616522,0.9923687239237353,0.986423809210198,0.9793836104981347,0.9715320400060135,0.9630837524383484,0.9542016088527174,0.9450101871431762,0.9356056167007322,0.9260626676571512,0.9164398899219162
89,Zone 2,4,35,Unmarried,16,161,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.8337212373114495,0.16627876268855046,13758.766132086825,False,0.9977538572811129,0.98980424173829,0.9779714533580071,0.9638146403531036,0.9483054192625134,0.9320535400999164,0.915451142202158,0.8987556208519711,0.8821382024013993,0.8657134347102131,0.84955770785451,0.8337212373114495
90,Zone 1,42,47,Married,17,212,College degree,No,Male,No,No,Yes,Plus service,No,0,0.9939662562883567,0.006033743711643336,14879.656914952198,False,0.9999941348265806,0.9999433654610999,0.9998108210436176,0.9995780331818628,0.9992373587794243,0.9987871161577805,0.9982289410842407,0.9975663118995866,0.9968036984377849,0.9959460577786023,0.9949985304539888,0.9939662562883567
91,Zone 3,27,51,Married,3,80,Post-undergraduate degree,No,Male,No,Yes,No,E-service,No,0,0.954413373627767,0.045586626372232986,14640.675286316158,False,0.9998157108396376,0.998814477692943,0.9968697200759495,0.9940828090727777,0.9905856742704787,0.9865003171579125,0.981931144454912,0.9769653990541017,0.9716754987324664,0.9661215522448621,0.9603535829101042,0.954413373627767
92,Zone 2,38,42,Unmarried,1,30,College degree,No,Female,No,No,No,Basic service,No,0,0.8154869824716842,0.18451301752831584,13611.2824064348,False,0.9972029872316861,0.9877242984740813,0.9739841377214529,0.9578355507116983,0.9403791554869263,0.9222813102129901,0.9039569663680871,0.8856698318141013,0.867589252900898,0.8498239043751556,0.8324425071993182,0.8154869824716842
93,Zone 3,52,61,Married,3,53,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service,No,0,0.9471117416694842,0.0528882583305158,14592.808699086316,False,0.9997583516320141,0.9984991377280876,0.9961166086561001,0.9927629194396097,0.9886109702190077,0.9838128188955024,0.9784946025753125,0.9727593049085881,0.9666908032607863,0.9603575842346432,0.953815807046719,0.9471117416694842
94,Zone 3,35,33,Unmarried,9,73,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.7541487290608404,0.2458512709391596,13090.729355175798,False,0.9947660763663034,0.9792096818393311,0.9583788291557577,0.9351653316057571,0.9110531274331929,0.8868393339587124,0.8629648218417614,0.8396745398801838,0.8171008308635297,0.7953092706423488,0.7743250535702767,0.7541487290608404
95,Zone 3,3,20,Married,1,17,High school degree,No,Female,No,No,No,Basic service,Yes,1,0.7339790065006254,0.2660209934993746,12911.443238425982,True,0.9937422755084869,0.9758648806706366,0.9524872576601595,0.9268458566222775,0.9005264477826771,0.874345948773507,0.8487355599232642,0.8239204853409746,0.8000109077662885,0.7770508944891069,0.7550459351000633,0.7339790065006254
96,Zone 2,17,33,Unmarried,9,23,Post-undergraduate degree,No,Male,Yes,Yes,No,Total service,Yes,1,0.7541487290608404,0.2458512709391596,13090.729355175798,False,0.9947660763663034,0.9792096818393311,0.9583788291557577,0.9351653316057571,0.9110531274331929,0.8868393339587124,0.8629648218417614,0.8396745398801838,0.8171008308635297,0.7953092706423488,0.7743250535702767,0.7541487290608404
97,Zone 1,55,53,Married,21,34,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9974898478450553,0.002510152154944656,14898.063795272872,False,0.9999985522991399,0.9999837936894959,0.9999410133801493,0.9998602159715126,0.9997352716107877,0.9995626626710469,0.9993406104899335,0.9990685008769559,0.9987465043013107,0.9983753207388049,0.9979560053841103,0.9974898478450553
98,Zone 3,43,36,Married,5,107,Did not complete high school,No,Female,No,No,No,E-service,Yes,1,0.9756321692239925,0.02436783077600746,14774.056330100913,False,0.9999392977516278,0.9995515008069473,0.9987170887889509,0.99743456597847,0.9957378105467566,0.9936698201183217,0.991273677509578,0.9885893990213407,0.9856530018903746,0.9824964452140936,0.9791479066222586,0.9756321692239925
99,Zone 2,47,25,Married,5,21,Did not complete high school,No,Female,No,No,Yes,Plus service,Yes,1,0.9347940600164911,0.06520593998350888,14510.121984450316,False,0.9996439210531444,0.9978988933433717,0.9947218222978785,0.9903654427107914,0.9850776294352175,0.9790627701292782,0.9724833481264323,0.965467733332529,0.9581176347515523,0.9505140958278776,0.9427220987396462,0.9347940600164911
100,Zone 3,65,58,Unmarried,30,83,High school degree,No,Female,No,No,No,E-service,No,0,0.9988595917803728,0.0011404082196272425,14904.842091183824,False,0.99999957467717,0.9999946145345219,0.9999789435005331,0.9999475139825342,0.9998966417312292,0.9998237343503862,0.9997270214463132,0.9996053446578771,0.9994580018917824,0.9992846325856914,0.9990851327883876,0.9988595917803728
101,Zone 1,13,20,Unmarried,1,17,Some college,No,Male,No,Yes,Yes,Total service,No,0,0.6620207770007206,0.3379792229992794,12238.892877801823,True,0.9889997752892751,0.9614757458188188,0.9282056054544134,0.8935789150702333,0.8594049328431621,0.8264605797303666,0.7950637526497935,0.7653143021445483,0.7372051637364198,0.7106770366340335,0.6856464876830584,0.6620207770007206
102,Zone 3,64,25,Married,4,76,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9305916472326564,0.06940835276734358,14481.393076329845,False,0.9995997003681841,0.997674792426946,0.9942115262899435,0.9895008649070506,0.983817647820854,0.977384393985845,0.970375789350719,0.9629284754201661,0.9551497945104994,0.9471246236463549,0.9389205318169183,0.9305916472326564
103,Zone 2,12,24,Unmarried,2,19,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0.8533392937250599,0.1466607062749401,13913.609066269144,False,0.9982679465619024,0.9918237787545593,0.9819338367647713,0.9698550049818175,0.9564158943703224,0.9421578618672384,0.9274413617084999,0.9125110014343287,0.8975352090707425,0.8826310391657477,0.8678801373848288,0.8533392937250599
104,Zone 1,29,32,Married,0,49,College degree,No,Female,No,Yes,No,E-service,Yes,1,0.8566100229042453,0.14338997709575474,13939.03016387832,False,0.9983461171250956,0.99213891077117,0.9825615194924597,0.9708221149427266,0.9577252027314633,0.9438000592728988,0.9294011666457773,0.9147704019538367,0.9000752344225538,0.8854327401865965,0.870925124835625,0.8566100229042453
105,Zone 2,23,47,Unmarried,21,173,Some college,No,Female,No,No,No,E-service,No,0,0.9929626804722206,0.007037319527779418,14874.243272214006,False,0.9999924672454541,0.9999292245292385,0.9997673052128366,0.99948674160955,0.9990803313433341,0.9985476093175562,0.9978917014000224,0.9971176233775881,0.9962313272308427,0.9952391525852889,0.9941475070919132,0.9929626804722206
106,Zone 2,14,35,Unmarried,4,47,Some college,No,Female,No,No,Yes,E-service,Yes,1,0.9422350110019724,0.05776498899802762,14560.35178522415,False,0.9997157265378385,0.9982716528351101,0.9955826856956111,0.991838667063293,0.9872413862112193,0.9819634298634494,0.9761454037032954,0.9699005336885246,0.9633199883743585,0.9564774622376007,0.9494328329026849,0.9422350110019724
107,Zone 1,35,61,Unmarried,23,41,High school degree,No,Male,No,No,No,Basic service,No,0,0.9836364701793789,0.01636352982062106,14821.618555863217,False,0.9999693553958284,0.9997543959040589,0.9992635936269529,0.9984778030228392,0.9974056640902874,0.9960662262270406,0.9944818816957763,0.9926753244891,0.990668231968465,0.9884807317137444,0.9861312389872876,0.9836364701793789
108,Zone 3,26,39,Unmarried,8,105,Some college,No,Female,Yes,No,Yes,Total service,No,0,0.9271901567332377,0.07280984326676232,14457.955732521637,False,0.999561941078122,0.9974862678206406,0.9937859693571502,0.9887843083786501,0.9827783877262134,0.9760054571612145,0.9686499792243563,0.9608551328510738,0.952732648487534,0.9443703399253784,0.9358377170867055,0.9271901567332377
109,Zone 1,13,54,Unmarried,2,31,College degree,No,Male,Yes,Yes,No,Basic service,No,0,0.6106232923984376,0.3893767076015624,11726.061802902941,True,0.984353212569201,0.9485583810284111,0.9074999429437729,0.866230457880136,0.8265473829120243,0.7890790628454643,0.7539830367446654,0.7212173284750083,0.6906565390487078,0.6621445476750238,0.6355191137376781,0.6106232923984376
110,Zone 2,69,40,Married,13,41,High school degree,No,Male,No,No,No,E-service,No,0,0.990359008052057,0.00964099194794299,14859.934407836417,False,0.9999873669590895,0.9998879274648382,0.9996435974801435,0.9992321138097883,0.9986487680842633,0.9978972395437294,0.9969852018215002,0.9959221090547168,0.9947180377272542,0.9933830701162294,0.9919269681583679,0.990359008052057
111,Zone 3,61,50,Married,30,102,College degree,No,Female,No,Yes,No,E-service,No,0,0.9943409686423856,0.005659031357614364,14881.661670380869,False,0.9999947131909522,0.9999483722561024,0.9998264152457151,0.9996110287125263,0.9992944900167131,0.998874727850269,0.9983528678341086,0.9977318459928838,0.997015599547027,0.9962085820175942,0.9953154674745762,0.9943409686423856
112,Zone 2,45,22,Married,2,36,College degree,No,Female,No,No,No,E-service,Yes,1,0.9313090636948905,0.06869093630510947,14486.31547558863,False,0.9996074388417714,0.9977137404781548,0.9942998570415212,0.9896500922669149,0.9840346386624694,0.9776729136939596,0.9707375293662462,0.9633637301248126,0.9556579131190361,0.9477043170257884,0.9395700840977301,0.9313090636948905
113,Zone 2,3,37,Unmarried,13,24,Did not complete high school,No,Female,Yes,No,No,Basic service,No,0,0.7874232480188199,0.2125767519811801,13377.746132372731,False,0.9962061725691889,0.9841273085717479,0.9672685928311772,0.9479523861039924,0.927466311852267,0.9065488268938358,0.8856367700877972,0.8649929545174989,0.8447755758002655,0.825077911570034,0.8059519989767324,0.7874232480188199
114,Zone 2,53,22,Unmarried,1,25,College degree,No,Male,No,Yes,No,E-service,No,0,0.6854266833107909,0.31457331668920907,12463.357652323284,True,0.9907462194461978,0.9666000501308162,0.9366816683048013,0.9050258373364962,0.8733962904724596,0.8426031616698139,0.813015078855001,0.7847820709445279,0.7579415940854786,0.7324723204629046,0.7083227121224351,0.6854266833107909
115,Zone 1,59,42,Unmarried,1,68,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9355019159406177,0.06449808405938229,14514.935908736601,False,0.9996511074613852,0.9979356793981948,0.9948060788277917,0.9905087891334404,0.9852872061660266,0.979342673457018,0.9728356068049708,0.9658929622794934,0.9586154771254382,0.9510835266194052,0.9433616364052627,0.9355019159406177
116,Zone 1,13,34,Unmarried,11,20,Some college,No,Female,No,Yes,No,Basic service,No,0,0.6426816867855794,0.35731831321442065,12049.189408747377,True,0.987389854674323,0.9568938756293012,0.9207608698878339,0.8836514093123311,0.8473894688535601,0.8127086662884555,0.7798745611391142,0.7489387268034197,0.7198528314013127,0.6925232386394031,0.6668382060988278,0.6426816867855794
117,Zone 3,31,31,Unmarried,4,48,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9048411367512427,0.09515886324875733,14300.11489511502,False,0.9992687297599416,0.9960898275108363,0.9907189821403688,0.9837190296771048,0.9755409568586741,0.9665187576832178,0.9568982287422527,0.9468617020964948,0.9365458612547104,0.926054192375003,0.915465708558938,0.9048411367512427
118,Zone 1,40,29,Married,6,40,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9511129919047616,0.04888700809523838,14619.1509328289,False,0.9997907371643863,0.9986757233490394,0.9965362995090224,0.9934959230098195,0.9897046779871324,0.9852980340695405,0.9803902205084509,0.9750756502207166,0.969431999327425,0.9635232494756704,0.9574022829623011,0.9511129919047616
119,Zone 1,48,55,Unmarried,15,79,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9901115665326377,0.009888433467362345,14858.556878824793,False,0.9999868258979665,0.9998836772176698,0.9996310909796664,0.9992066973570187,0.9986061151456249,0.9978334810950569,0.9968969434556463,0.9958064049983316,0.9945723498763013,0.9932052238651836,0.9917151099464756,0.9901115665326377
